Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed,Access to electricity (% of population),Agricultural land (% of land area),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Forest area (% of land area),Renewable internal freshwater resources per capita (cubic meters),GDP per capita (current US$),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Literacy rate, adult total (% of people ages 15 and above)",Net ODA received per capita (current US$),Population density (people per sq. km of land area),Rural population (% of total population),Surface area (sq. km),Terrestrial and marine protected areas (% of total territorial area)
Lonmin-02/Marikana,Lonmin-02/Marikana,South Africa,IFC Compliance Advisor/Ombudsman,IFC/MIGA,235,Active,,"Equity Investment, Project/investment lending","Community capacity and development, Extractives (oil, gas, mining)","Due diligence, Labor, Livelihoods, Other, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,6/16/15,,,not_undertaken,,6/16/15,6/1/15,closed_with_outcome,,9/1/15,3/1/17,in_progress,,12/1/17,,in_progress,,,,,,,85.5,79.83002086,35.52228598,7.617736524,,5746.681127,47.80099869,61.90200043,94.36791992,25.68707783,45.57883174,35.172,1219090,
Los Gigantes-Dioxitek,Los Gigantes-Dioxitek,Argentina,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_23,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/1/06,,,not_undertaken,,7/1/06,8/31/06,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/06,97.16722107,51.56009632,,10.91391425,,5878.761027,49.93799973,75.65499878,,2.791534343,14.45501317,9.8,2780400,
Low-Income Neighborhood Improvement Program - Habitar Brasil,Low-Income Neighborhood Improvement Program - Habitar Brasil,Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,BR-MICI004-2011,Monitoring,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Livelihoods",,FALSE,FALSE,6/10/11,6/10/11,6/16/11,closed_with_outcome,,6/16/11,8/22/11,closed_with_outcome,,4/1/12,4/1/14,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,2/19/15,,in_progress,,,99.328691,32.94668431,11.47912947,59.51970175,,13167.47289,53.13199997,76.79100037,91.41123962,4.132486219,23.77163914,15.369,8515770,
Lukoil Overseas-01/Berezovka,Lukoil Overseas-01/Berezovka,Kazakhstan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,104,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining)","Displacement (physical and/or economic), Due diligence, Livelihoods, Other community health and safety issues, Pollution, Water",,TRUE,TRUE,9/1/04,,,not_undertaken,,9/1/04,10/8/04,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,4/1/07,4/1/08,closed_with_outcome,,4/1/08,4/1/09,closed_with_outcome,,4/30/09,99.18939972,78.7756047,,1.238137571,,2874.288291,63.94200134,75.15100098,,18.19758029,5.560982702,43.61,2724902,
Lukoil Overseas-02/Berezovka,Lukoil Overseas-02/Berezovka,Kazakhstan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,105,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining)","Displacement (physical and/or economic), Due diligence, Other community health and safety issues, Other environmental, Pollution",,FALSE,FALSE,4/1/07,,,not_undertaken,,4/1/07,5/2/07,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/08,99.33415222,78.3181835,,1.231914657,4155.851335,6771.414797,65.15499878,75.34700012,,13.69913264,5.735523206,43.391,2724902,
Lukoil Overseas-03/Berezovka,Lukoil Overseas-03/Berezovka,Kazakhstan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,74,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining)","Displacement (physical and/or economic), Due diligence, Other community health and safety issues, Other environmental",,FALSE,FALSE,5/1/08,,,not_undertaken,,5/1/08,,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/09,99.41656494,78.10178909,,1.229840353,,8513.564645,65.63500214,75.51599884,,21.57075412,5.805830277,43.318,2724902,
Lydian Intl3-01/Gndevaz & Jermuk,Lydian Intl3-01/Gndevaz & Jermuk,Armenia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,221,Active,,"Equity Investment, Project/investment lending","Extractives (oil, gas, mining)","Biodiversity, Consultation and disclosure, Due diligence, Livelihoods, Other community health and safety issues, Pollution, Water",,TRUE,TRUE,4/16/14,,,not_undertaken,,4/16/14,4/1/14,closed_with_outcome,,,,not_undertaken,Not desired by complainant,4/27/15,8/1/17,closed_with_outcome,,8/1/17,,in_progress,,,99.98897552,59.04776958,25.06870215,11.65437302,2360.110384,3994.712355,51.95800018,70.80200195,,92.01987461,102.0800843,36.888,29740,
Lydian Intl3-02/Gndevaz,Lydian Intl3-02/Gndevaz,Armenia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,222,Active,,"Equity Investment, Project/investment lending","Extractives (oil, gas, mining)","Consultation and disclosure, Displacement (physical and/or economic), Human rights, Livelihoods, Other community health and safety issues, Pollution",,FALSE,FALSE,7/25/14,,,not_undertaken,,7/25/14,8/1/14,closed_with_outcome,,2/1/15,9/1/15,closed_without_outcome,,10/22/15,,in_progress,,,,,,,99.98897552,59.04776958,25.06870215,11.65437302,2360.110384,3994.712355,51.95800018,70.80200195,,92.01987461,102.0800843,36.888,29740,
M11 Gorey to Enniscorthy Road,M11 Gorey to Enniscorthy Road,Ireland,EIB Complaints Mechanism,European Investment Bank,SG/E/2010/2/INA,Closed Without Results,,,Infrastructure,"Consultation and disclosure, Due diligence",,FALSE,FALSE,2/22/10,2/22/10,5/31/10,closed_without_outcome,,,5/31/10,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/10,100,66.30860793,9.300440639,10.53316882,,48671.88829,53.29600143,69.19799805,,,66.19473073,38.458,70280,
MHP-01/Ukraine,MHP-01/Ukraine,Ukraine,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_62,Closed Without Results,,,Other,Other,,FALSE,FALSE,5/1/12,,,not_undertaken,,5/1/12,5/31/12,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/12,99.86749117,71.28530001,18.61955195,16.55665263,1208.5109,3855.42128,47.4620018,63.89699936,99.97434998,16.93362841,78.70140855,31.218,603550,
MOZAL II,MOZAL II,Mozambique,EIB Complaints Mechanism,European Investment Bank,SG/E/2010/16,Closed With Results,,Project/investment lending,Manufacturing,"Consultation and disclosure, Due diligence, Other community health and safety issues, Other environmental, Pollution",,TRUE,FALSE,10/26/10,10/26/10,11/11/10,closed_with_outcome,,11/11/10,12/1/10,closed_with_outcome,,,5/31/12,closed_without_outcome,,,5/31/12,closed_with_outcome,,5/4/12,6/4/14,closed_with_outcome,,6/4/14,17.25792313,63.51890943,19.68915761,49.55873751,,419.2258149,84.41400146,78.83699799,,80.22366993,30.80114576,68.17,799380,
"Madhya Pradesh Water Sector Restructuring Project, 1st request","Madhya Pradesh Water Sector Restructuring Project, 1st request",India,WB Inspection Panel,World Bank,72,Closed Without Results,,Project/investment lending,"Infrastructure, Regulatory Development","Other community health and safety issues, Pollution, Water",,FALSE,FALSE,8/31/10,8/31/10,5/17/11,closed_with_outcome,,5/17/11,10/31/11,closed_without_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/11,76.3,60.39741826,64.6018316,23.47310465,,1345.770153,28.55500031,80.53299713,,2.300068572,414.0269176,69.07,3287260,
Mahindra Farm Services-01/Confidential,Mahindra Farm Services,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,99,Closed Without Results,,Equity Investment,Agribusiness,"Consultation and disclosure, Livelihoods, Other, Other environmental, Pollution",,FALSE,FALSE,3/4/07,,,not_undertaken,,3/4/07,,closed_with_outcome,,7/31/07,3/31/08,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/08,69.98802185,60.4132262,,23.05315167,1225.75485,1018.166373,33.33399963,82.05699921,,1.12675353,396.7729069,70.094,3287260,
Mahindra Farm Services-02/Confidential,Mahindra Farm Services,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,99,Closed Without Results,,Equity Investment,Agribusiness,"Consultation and disclosure, Livelihoods, Other, Other environmental, Pollution",,FALSE,FALSE,3/4/07,,,not_undertaken,,3/4/07,,closed_with_outcome,,7/31/07,3/31/08,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/08,69.98802185,60.4132262,,23.05315167,1225.75485,1018.166373,33.33399963,82.05699921,,1.12675353,396.7729069,70.094,3287260,
Mahindra Farm Services-03/Confidential,Mahindra Farm Services,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,99,Closed Without Results,,Equity Investment,Agribusiness,"Consultation and disclosure, Livelihoods, Other, Other environmental, Pollution",,FALSE,FALSE,3/4/07,,,not_undertaken,,3/4/07,,closed_with_outcome,,7/31/07,3/31/08,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/08,69.98802185,60.4132262,,23.05315167,1225.75485,1018.166373,33.33399963,82.05699921,,1.12675353,396.7729069,70.094,3287260,
Mahindra Farm Services-04/Confidential,Mahindra Farm Services,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,99,Closed Without Results,,Equity Investment,Agribusiness,"Consultation and disclosure, Livelihoods, Other, Other environmental, Pollution",,FALSE,FALSE,3/4/07,,,not_undertaken,,3/4/07,,closed_with_outcome,,7/31/07,3/31/08,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/08,69.98802185,60.4132262,,23.05315167,1225.75485,1018.166373,33.33399963,82.05699921,,1.12675353,396.7729069,70.094,3287260,
Makka Leasing,Makka Leasing,Egypt,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_39,Closed Without Results,,No IFI involvement,Other,Other,,FALSE,FALSE,3/1/09,,,not_undertaken,,3/1/09,3/31/09,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/09,,,,,,,,,,,,,,
Maldives Maritime Transport Master Plan,Maldives Maritime Transport Master Plan,Maldives,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_14,Closed Without Results,,Advisory services,Other,Other,,FALSE,FALSE,2/13/13,2/13/13,1/14/13,closed_with_outcome,,1/14/13,2/28/13,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/13,99.71151733,26.33333333,27.22737346,3.333333333,,8291.485295,47.82600021,80.80899811,,54.60534428,1324.656667,62.315,300,
Mallorca Hospital,Mallorca Hospital,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2015/04,Active,,Project/investment lending,"Healthcare, Infrastructure","Cultural heritage, Other environmental",,FALSE,FALSE,3/5/15,3/5/15,,closed_with_outcome,,,,closed_with_outcome,,,,,,,,,,,,,,,,52.50742652,9.956494034,36.81850894,,25789.51955,52.31600189,64.70300293,98.14325714,,92.84621197,20.398,505940,
Manila Second Sewerage Project (MSSP),Manila Second Sewerage Project (MSSP),Philippines,WB Inspection Panel,World Bank,28,Closed Without Results,,Project/investment lending,Infrastructure,"Biodiversity, Consultation and disclosure, Due diligence, Livelihoods, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,9/26/03,9/26/03,10/1/03,closed_with_outcome,,10/1/03,9/30/03,closed_without_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/1/03,76.6,37.69661602,,23.66166952,,1010.553198,47.13600159,77.57499695,92.59069061,8.625474477,278.4718583,54.12,300000,
Manor Care Rossville,Manor Care Rossville,United States,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_60,Closed Without Results,,,Other,Other,,FALSE,FALSE,12/1/11,,,not_undertaken,,12/1/11,12/31/11,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/11,100,44.23862685,8.649967184,33.77947006,,49793.71352,56.92900085,69.35700226,,,34.06909052,19.056,9831510,
Maple Energy-01/Nuevo Sucre and Canaan,Maple Energy-01/Nuevo Sucre and Canaan,Peru,IFC Compliance Advisor/Ombudsman,IFC/MIGA,157,Closed Without Results,,Equity Investment,"Extractives (oil, gas, mining)","Consultation and disclosure, Due diligence, Gender-based violence, Human rights, Labor, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,4/6/10,,,not_undertaken,,4/6/10,4/8/10,closed_with_outcome,,6/1/10,8/1/11,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/12,88.123061,18.76796875,27.80849693,58.44609375,,5022.493191,72.03399658,86.27300262,,-10.08761391,22.94816094,23.57,1285220,
Marena Renovables Wind Project,Marena Renovables Wind Project,Mexico,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-ME-2012-046,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/12,10/1/12,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,99.111637,54.89081509,21.6112243,34.11342884,3384.968392,9940.468822,44.56600189,80.12400055,94.22840118,3.376112851,62.15607757,21.595,1964380,
Marena Renovables Wind Project 2,Marena Renovables Wind Project,Mexico,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,ME-MICI002-2012,Active,,Project/investment lending,"Energy, Infrastructure","Biodiversity, Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Indigenous peoples, Other environmental, Other retaliation (actual or feared)",,TRUE,TRUE,12/28/12,12/28/12,1/4/13,closed_with_outcome,,1/4/13,9/8/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,12/1/14,9/14/16,closed_with_outcome,,9/14/16,,in_progress,,,99.111637,54.89081509,21.6112243,34.11342884,3384.968392,9940.468822,44.56600189,80.12400055,94.22840118,3.376112851,62.15607757,21.595,1964380,
Mario Covas Rodoanel - North Section (2011),Mario Covas Rodoanel - North Section (2011),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2011-034,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/11,10/1/11,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,99.328691,32.94668431,11.47912947,59.51970175,,13167.47289,53.13199997,76.79100037,91.41123962,4.132486219,23.77163914,15.369,8515770,
Mario Covas Rodoanel - Northern Section 2 (2012),Mario Covas Rodoanel - Northern Section 2 (2012),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2012-049,Closed Without Results,,,Other,Other,,FALSE,FALSE,11/1/12,11/1/12,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,99.519494,32.97468097,11.21168102,59.40197221,28225.82895,12291.46685,53.07699966,76.24299622,91.33785248,6.424679321,23.995887,15.077,8515770,
Mario Covas Rodoanel - Northern Sections 1 and 2 (2011),Mario Covas Rodoanel - Northern Sections 1 and 2 (2011),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,BR-MICI005-2011,Closed Without Results,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Due diligence, Other environmental, Pollution, Property damage",,FALSE,FALSE,7/15/11,7/15/11,8/8/11,closed_with_outcome,,8/8/11,9/2/11,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Board did not approve,,,not_undertaken,Case closed in earlier stage,7/31/13,99.328691,32.94668431,11.47912947,59.51970175,,13167.47289,53.13199997,76.79100037,91.41123962,4.132486219,23.77163914,15.369,8515770,
Mario Covas Rodoanel - Western Section (2010),Mario Covas Rodoanel - Western Section (2010),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2010-006,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/10/10,1/10/10,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,98.88305664,32.71816457,10.964792,59.63743129,,11224.15408,54.58100128,77.70200348,90.37918091,2.279870458,23.54546215,15.665,8515770,
Mario Covas Rodoanel Project - Northern Section (2011),Mario Covas Rodoanel Project - Northern Section (2011),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2011-027,Closed Without Results,,,Other,Other,,FALSE,FALSE,9/1/11,9/1/11,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,99.328691,32.94668431,11.47912947,59.51970175,,13167.47289,53.13199997,76.79100037,91.41123962,4.132486219,23.77163914,15.369,8515770,
Mario Covas Rodoanel Project - Northern Section (2015),Mario Covas Rodoanel Project - Northern Section (2015),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2015-0088,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,2/13/15,2/13/15,2/18/15,closed_without_outcome,,2/18/15,,not_undertaken,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/15,99.710902,33.81003429,12.58115341,59.04878358,,8750.222996,53.37799835,75.42299652,,4.870556093,24.64209836,14.23,8515770,
Mario Covas Rodoanel Project - Northern Section - Request II (2015),Mario Covas Rodoanel Project - Northern Section - Request II (2015),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2015-0090,Closed Without Results,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Property damage",,FALSE,FALSE,4/1/15,4/1/15,4/30/15,closed_without_outcome,,,,not_undertaken,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15,99.710902,33.81003429,12.58115341,59.04878358,,8750.222996,53.37799835,75.42299652,,4.870556093,24.64209836,14.23,8515770,
Mario Covas Rodoanel Project - Northern Section 1 (2011),Mario Covas Rodoanel Project - Northern Section 1 (2011),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,BR-MICI003-2011,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Other community health and safety issues, Other environmental, Pollution, Water",,FALSE,FALSE,5/13/11,5/13/11,5/23/11,closed_with_outcome,,5/23/11,12/17/11,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Board did not approve,,,not_undertaken,Case closed in earlier stage,7/31/13,99.328691,32.94668431,11.47912947,59.51970175,,13167.47289,53.13199997,76.79100037,91.41123962,4.132486219,23.77163914,15.369,8515770,
Mariscina County Waste Management,Maris_ina County Waste Management,Croatia,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/01,Active,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence, Other, Other community health and safety issues, Other environmental, Pollution, Water",,FALSE,FALSE,3/6/13,3/6/13,,closed_with_outcome,,,3/20/13,closed_with_outcome,,,,not_undertaken,Unknown,12/10/13,,in_progress,,,,,,,100,28.00750536,18.67393754,34.33166548,,13648.98986,44.61299896,57.76399994,,,76.04876698,44.294,56590,
Marlin-01/Sipacapa,Marlin-01/Sipacapa,Guatemala,IFC Compliance Advisor/Ombudsman,IFC/MIGA,95,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining)","Consultation and disclosure, Due diligence, Indigenous peoples, Other community health and safety issues, Pollution, Violence against the community (by gov't and/or company), Water",,FALSE,FALSE,1/1/05,,,not_undertaken,,1/1/05,3/9/05,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,5/31/06,,42.57185517,37.3245657,36.74878686,,2077.83438,44.44100189,87.29799652,,19.4119927,122.2100411,53.087,108890,
Mauritius Waste Water,Mauritius Waste Water,Mauritius,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/04/PR,Closed Without Results,,Project/investment lending,Other,Other community health and safety issues,,FALSE,FALSE,7/17/13,7/17/13,,closed_with_outcome,,,9/30/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,9/30/13,98.66422272,42.36453202,14.46475986,18.97536946,,9637.00265,44.02799988,73.60099792,91.49002838,115.7904522,620.0261084,58.778,2040,
McEwen Mining: Los Azules project,McEwen Mining: Los Azules project (2012-03-ARG),Argentina,COES Corporate Social Responsibility Counsellor,Canadian Office of the Extractive Sector,2012-03-ARG,Closed Without Results,,,"Extractives (oil, gas, mining)",Other environmental,,FALSE,FALSE,7/9/12,7/9/12,7/10/12,closed_with_outcome,,7/10/12,7/25/12,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,10/31/12,99.58441162,54.53814645,14.07585428,10.23221483,6936.404266,12969.70712,48.18799973,74.10299683,,4.222654871,15.38235569,8.879,2780400,
Medio Ambiente Water Infrastructure,Medio Ambiente Water Infrastructure,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/08/PR,Closed With Results Outside Process,,,Other,Consultation and disclosure,,FALSE,FALSE,10/9/13,10/9/13,,closed_with_outcome,,,11/30/13,closed_without_outcome,Unknown,,,not_undertaken,Addressed outside process,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,11/30/13,,53.44395354,9.748359793,36.68379281,,29211.77375,52.61899948,65.5,98.07913208,,93.2009456,20.867,505940,
Mediterranean Railway Corridor,Mediterranean Railway Corridor,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2014/05/PR,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence",,FALSE,FALSE,5/14/14,5/14/14,,closed_with_outcome,,,6/30/14,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/14,,53.13368385,9.745861148,36.75204414,2392.381453,29623.16445,52.37599945,64.96700287,98.09371948,,92.92273645,20.634,505940,
Mediterranean Railway Corridor 2,Mediterranean Railway Corridor,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2015/03,Active,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence",,FALSE,FALSE,1/30/15,1/30/15,,closed_with_outcome,,,,closed_with_outcome,,,,,,,,,,,,,,,,52.50742652,9.956494034,36.81850894,,25789.51955,52.31600189,64.70300293,98.14325714,,92.84621197,20.398,505940,
Medupi Power Project,Medupi Power Project,South Africa,AfDB Independent Review Mechanism,African Development Bank,RQ 2010/2,Monitoring,,Project/investment lending,Energy,"Consultation and disclosure, Livelihoods, Other community health and safety issues, Other environmental, Pollution, Water",,TRUE,TRUE,9/28/10,9/28/10,10/7/10,closed_with_outcome,,10/7/10,1/20/11,closed_with_outcome,,,,not_undertaken,Not desired by complainant,7/15/11,2/15/13,closed_with_outcome,,2/13/13,,in_progress,,,82.9,79.87123791,29.75164165,7.617736524,,7275.382112,44.72900009,60.45399857,92.87731934,20.08872288,42.52336018,37.782,1219090,
Megaplast,Megaplast,Indonesia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_7,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/05,,,not_undertaken,,1/1/05,2/28/05,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/05,86.19462585,28.61937435,17.09928396,54.01778568,,1260.928834,49.93899918,85.23799896,,11.18931434,125.1470989,54.058,1910930,
Melamchi Water Supply Project,Melamchi Water Supply Project,Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,12,Closed Without Results,,Project/investment lending,"Infrastructure, Other","Other, Other community health and safety issues",,FALSE,FALSE,7/8/15,7/8/15,7/16/15,closed_with_outcome,,7/16/15,7/31/15,closed_without_outcome,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,7/31/15,87.21362305,28.74782002,77.90664552,25.3644925,,747.1604624,82.28399658,86.1969986,,42.74036667,199.9043042,81.443,147180,
Melamchi Water Supply Project (MWSP),Melamchi Water Supply Project (MWSP),Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Jan-04,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Indigenous peoples, Livelihoods",,FALSE,FALSE,5/3/04,5/3/04,5/3/04,closed_with_outcome,,5/3/04,5/11/04,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,12/31/04,37.2,29.42448552,,25.73282176,,287.4001056,80.21600342,89.13800049,,16.82928775,176.5570213,85.159,147180,
Mexico Cerro de Oro Hydroelectric,Mexico Cerro de Oro Hydroelectric,Mexico,OPIC Office of Accountability,Overseas Private Investment Corporation,mexico-cerro-de-oro-hydroelectric,Closed With Results,Accountability Counsel,Project/investment lending,"Energy, Infrastructure","Consultation and disclosure, Cultural heritage, Due diligence, Human rights, Indigenous peoples, Livelihoods, Other community health and safety issues, Other gender-related issues, Pollution, Water",,FALSE,FALSE,11/30/10,11/30/10,12/6/10,closed_with_outcome,,12/6/10,12/20/10,closed_with_outcome,,11/3/11,7/3/12,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Mechanism deemed involvement unnecessary,10/31/12,99.236696,54.89081509,20.24498259,34.20766995,,9016.457812,43.17399979,80.125,93.06893921,3.940369697,60.35080172,22.185,1964380,
